game,bet_type,prob,dec,ev_per_$,kelly_frac,stake_$,stake_reflected,profit,away_team,home_team
LA@SEA,home_ml,0.4262452393183579,1.819672131147541,-0.22437341697807,0.0,0.0,0.0,0.0,LA,SEA
LA@SEA,away_ml,0.5737547606816421,2.02,0.1589846165769171,0.03896681778846007,3.9,3.9,0.0,LA,SEA
LA@SEA,home_spread,0.3832130942501915,1.9090909090909087,-0.2684113655223615,0.0,0.0,0.0,0.0,LA,SEA
LA@SEA,away_spread,0.6167869057498085,1.9090909090909087,0.1775022746132707,0.029287875311189662,2.93,2.93,0.0,LA,SEA
LA@SEA,over,0.8859194141260223,1.869565217391304,0.6562841220616937,0.037736337018547395,3.77,3.77,0.0,LA,SEA
LA@SEA,under,0.1140805858739777,1.9523809523809523,-0.7772712371031864,0.0,0.0,0.0,0.0,LA,SEA
PHI@WAS,home_ml,0.1919842644223991,4.0,-0.2320629423104034,0.0,0.0,0.0,0.0,PHI,WAS
PHI@WAS,away_ml,0.8080157355776009,1.263157894736842,0.0206514554664431,0.019618882693120995,1.96,1.96,0.0,PHI,WAS
PHI@WAS,home_spread,0.3623857855774005,2.0,-0.2752284288451989,0.0,0.0,0.0,0.0,PHI,WAS
PHI@WAS,away_spread,0.6376142144225996,1.8333333333333333,0.1689593931080991,0.030412690759457846,3.04,3.04,0.0,PHI,WAS
PHI@WAS,over,0.6719482493656481,1.9090909090909087,0.2828102942435101,0.015554566183393046,1.56,1.56,0.0,PHI,WAS
PHI@WAS,under,0.3280517506343519,1.9090909090909087,-0.3737193851526009,0.0,0.0,0.0,0.0,PHI,WAS
GB@CHI,home_ml,0.454648888205553,1.847457627118644,-0.1600554438236393,0.0,0.0,0.0,0.0,GB,CHI
GB@CHI,away_ml,0.545351111794447,1.9803921568627447,0.0800090645341008,0.020402311456195664,2.04,2.04,0.0,GB,CHI
GB@CHI,home_spread,0.4109758505665249,1.9523809523809523,-0.197618577465356,0.0,0.0,0.0,0.0,GB,CHI
GB@CHI,away_spread,0.5890241494334751,1.869565217391304,0.1012190619843228,0.017460288192295698,1.75,1.75,0.0,GB,CHI
GB@CHI,over,0.7475427848857883,1.9523809523809523,0.4594882943008247,0.0241231354507933,2.41,2.41,0.0,GB,CHI
GB@CHI,under,0.2524572151142117,1.869565217391304,-0.5280147717429955,0.0,0.0,0.0,0.0,GB,CHI
TB@CAR,home_ml,0.3730812149603987,2.3,-0.1419132055910829,0.0,0.0,0.0,0.0,TB,CAR
TB@CAR,away_ml,0.6269187850396013,1.6451612903225803,0.0313825173232147,0.012160725462745757,1.22,1.22,0.0,TB,CAR
TB@CAR,home_spread,0.4595841618593657,1.8333333333333333,-0.1574290365911628,0.0,0.0,0.0,0.0,TB,CAR
